Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age_of_Car,Power_per_Liter,Mileage_per_Seat
827,Maruti Alto 800 LXI,Hyderabad,2014,58500,1,0,First,22.74,796,47.3,5.0,2.75,10,2.08,4.55
831,Hyundai i20 1.4 Asta,Chennai,2017,12000,0,0,First,22.54,1396,88.73,5.0,7.3,7,3.94,4.51
832,Maruti Wagon R LXI Optional,Kolkata,2014,25000,1,0,First,20.51,998,67.04,5.0,2.75,10,3.27,4.1
833,Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,0,0,Second,22.54,1396,88.73,5.0,8.2,7,3.94,4.51
837,Hyundai Grand i10 CRDi Magna,Kochi,2016,52625,0,0,First,24.0,1120,70,5.0,4.58,8,2.92,4.8
843,Maruti Celerio VXI AT,Hyderabad,2014,33450,1,1,First,23.1,998,67.04,5.0,4.4,10,2.9,4.62
846,Maruti Ertiga ZDI,Mumbai,2014,64000,0,0,First,20.77,1248,88.8,7.0,7.25,10,4.28,2.97
858,Honda Mobilio RS i DTEC,Chennai,2014,23000,0,0,First,24.5,1498,98.6,7.0,6.9,10,4.02,3.5
863,Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2014,72000,0,0,First,20.34,1498,103.2,5.0,4.75,10,5.07,4.07
869,Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302,0,0,First,25.4,1186,73.97,5.0,5.9,6,2.91,5.08
871,Hyundai i10 Sportz,Bangalore,2010,69000,1,0,First,20.36,1197,78.9,5.0,2.9,14,3.88,4.07
876,Honda City i DTEC VX,Jaipur,2014,71649,0,0,First,25.1,1498,98.6,5.0,6.75,10,3.93,5.02
877,Honda City i DTEC VX,Kochi,2015,80606,0,0,First,25.1,1498,98.6,5.0,6.96,9,3.93,5.02
878,Renault KWID 1.0 RXT Optional,Jaipur,2017,63262,1,0,First,21.7,999,67,5.0,3.25,7,3.09,4.34
879,Maruti Swift DDiS ZDI Plus,Hyderabad,2018,5456,0,0,First,28.4,1248,74,5.0,8.65,6,2.61,5.68
880,Maruti Celerio VXI Optional AMT,Pune,2017,7500,1,1,First,23.1,998,67.04,5.0,5.0,7,2.9,4.62
882,Hyundai i10 Magna,Jaipur,2010,66770,1,0,Second,20.36,1197,78.9,5.0,2.6,14,3.88,4.07
884,Maruti Dzire VXI,Kolkata,2011,46687,1,0,First,22.0,1197,81.80,5.0,2.7,13,3.72,4.4
888,Nissan Sunny 2011-2014 Diesel XV,Mumbai,2013,47000,0,0,First,21.64,1461,84.8,5.0,4.25,11,3.92,4.33
890,Maruti Swift Dzire ZDI,Bangalore,2014,25789,0,0,Second,23.4,1248,74,5.0,6.85,10,3.16,4.68
891,Honda Amaze S i-Dtech,Delhi,2015,48000,0,0,First,25.8,1498,98.6,5.0,4.5,9,3.82,5.16
892,Maruti Swift ZDI,Delhi,2012,52000,0,0,First,28.4,1248,74,5.0,3.55,12,2.61,5.68
897,Datsun redi-GO T Option,Bangalore,2016,20487,1,0,First,22.7,799,53.64,5.0,2.66,8,2.36,4.54
900,Honda City i DTec V,Coimbatore,2016,60805,0,0,First,26.0,1498,98.6,5.0,8.07,8,3.79,5.2
903,Maruti Ertiga VDI,Coimbatore,2016,85827,0,0,First,20.77,1248,88.76,7.0,7.5,8,4.27,2.97
907,Maruti Ritz VDi,Hyderabad,2010,79324,0,0,First,21.1,1248,73.9,5.0,3.3,14,3.5,4.22
909,Maruti Swift ZDi,Coimbatore,2014,59923,0,0,First,22.9,1248,74,5.0,6.46,10,3.23,4.58
910,Hyundai EON Sportz,Jaipur,2017,23360,1,0,First,21.1,814,55.2,5.0,3.75,7,2.62,4.22
920,Tata Indigo eCS eLX BS IV,Delhi,2015,150000,0,0,First,25.0,1396,69.01,5.0,2.5,9,2.76,5.0
922,Maruti Celerio VXI,Bangalore,2015,74000,1,0,First,23.1,998,67.04,5.0,4.15,9,2.9,4.62
929,Ford EcoSport 1.5 TDCi Titanium,Chennai,2015,80000,0,0,First,22.77,1498,98.59,5.0,7.0,9,4.33,4.55
931,Maruti Ciaz 1.4 Delta,Ahmedabad,2017,6006,1,0,First,20.73,1373,91.1,5.0,8.25,7,4.39,4.15
942,Maruti Baleno Alpha Diesel,Kolkata,2016,29000,0,0,First,27.39,1248,74,5.0,6.5,8,2.7,5.48
943,Maruti Ciaz ZDi SHVS,Ahmedabad,2016,56000,0,0,First,28.09,1248,88.5,5.0,7.5,8,3.15,5.62
950,Maruti Swift Dzire Tour LDI,Jaipur,2014,96000,0,0,First,23.4,1248,74,5.0,4.8,10,3.16,4.68
951,Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,0,0,First,25.32,1198,77,6.0,5.83,7,3.04,4.22
953,Maruti Baleno Delta 1.2,Pune,2016,14930,1,0,First,21.4,1197,83.1,5.0,5.85,8,3.88,4.28
954,Honda Jazz VX Diesel,Mumbai,2016,38000,0,0,First,27.3,1498,98.6,5.0,6.21,8,3.61,5.46
956,Hyundai i20 Sportz Diesel,Delhi,2012,71000,0,0,First,23.0,1396,90,5.0,3.7,12,3.91,4.6
960,Maruti Alto 800 VXI,Kolkata,2016,26000,1,0,First,22.74,796,47.3,5.0,2.6,8,2.08,4.55
969,Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,0,1,First,21.66,1498,103.52,5.0,7.25,9,4.78,4.33
970,Maruti Ritz VDi,Hyderabad,2012,96000,0,0,First,21.1,1248,73.9,5.0,3.6,12,3.5,4.22
974,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,0,0,Second,22.07,1199,73.9,5.0,4.8,11,3.35,4.41
977,Chevrolet Beat Diesel PS,Bangalore,2012,65000,0,0,First,25.44,936,57.6,5.0,2.4,12,2.26,5.09
979,Maruti Wagon R VXI BS IV,Pune,2014,51000,1,0,First,20.51,998,67.04,5.0,3.1,10,3.27,4.1
982,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,0,0,Second,22.77,1498,98.59,5.0,7.0,9,4.33,4.55
985,Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,1,0,First,20.92,998,67.1,5.0,2.1,13,3.21,4.18
990,Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,0,0,First,27.3,1498,98.6,5.0,5.85,8,3.61,5.46
991,Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,0,0,First,28.09,1248,88.5,5.0,8.9,7,3.15,5.62
992,Maruti Swift VXI BSIV,Mumbai,2016,9107,1,0,First,20.4,1197,81.80,5.0,5.15,8,4.01,4.08
997,Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852,0,1,First,26.59,1248,74,5.0,8.08,7,2.78,5.32
1001,Renault KWID RXT Optional,Hyderabad,2018,1900,1,0,First,25.17,799,53.3,5.0,4.45,6,2.12,5.03
1006,Tata Indigo CS eVX,Jaipur,2016,65000,0,0,First,25.0,1396,69.01,5.0,2.8,8,2.76,5.0
1007,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,0,0,First,22.54,1396,88.73,5.0,6.2,9,3.94,4.51
1009,Maruti Swift ZDi,Hyderabad,2014,81000,0,0,First,25.2,1248,74,5.0,6.1,10,2.94,5.04
1010,Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,0,0,First,23.0,1498,98.96,5.0,11.65,5,4.3,4.6
1017,Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,0,0,First,20.64,1498,108.5,5.0,5.39,10,5.26,4.13
1018,Maruti Swift Dzire VDI Optional,Kochi,2019,18592,0,0,First,26.59,1248,74,5.0,8.51,5,2.78,5.32
1020,Maruti Swift VDI,Kolkata,2012,82000,0,0,Second,22.9,1248,74,5.0,2.5,12,3.23,4.58
1021,Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,0,0,First,22.07,1199,73.9,5.0,4.75,11,3.35,4.41
1023,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,0,0,First,23.0,1396,90,5.0,5.5,10,3.91,4.6
1025,Chevrolet Beat Diesel,Kochi,2014,52398,0,0,First,25.44,936,57.6,5.0,2.47,10,2.26,5.09
1032,Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,0,0,First,20.37,1461,108.45,5.0,14.01,5,5.32,4.07
1033,Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,0,0,First,24.4,1120,71,5.0,6.99,8,2.91,4.88
1042,Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,0,0,First,24.4,1120,71,5.0,3.5,8,2.91,4.88
1048,Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,0,0,First,22.77,1498,98.59,5.0,4.9,11,4.33,4.55
1051,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,0,0,First,22.07,1199,73.9,5.0,3.8,10,3.35,4.41
1053,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,0,0,First,22.7,1498,89.84,5.0,7.2,11,3.96,4.54
1055,Maruti Swift Dzire LDI,Delhi,2014,68462,0,0,First,26.59,1248,74,5.0,4.15,10,2.78,5.32
1056,Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,0,0,First,25.1,1248,88.5,5.0,7.94,8,3.53,5.02
1060,Chevrolet Beat Diesel LT,Chennai,2011,109500,0,0,Third,25.44,936,57.6,5.0,1.5,13,2.26,5.09
1064,Hyundai i10 Sportz,Kolkata,2009,43002,1,0,First,20.36,1197,78.9,5.0,1.92,15,3.88,4.07
1069,Maruti Swift Dzire VDI,Kolkata,2014,45000,0,0,First,23.4,1248,74,5.0,3.85,10,3.16,4.68
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,0,0,First,23.0,1396,90,5.0,3.48,14,3.91,4.6
1071,Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,0,0,Second,25.83,1498,99,5.0,4.55,7,3.83,5.17
1072,Maruti Ertiga VDI,Pune,2016,130000,0,0,First,25.47,1248,88.50,7.0,7.0,8,3.47,3.64
1073,Maruti Ertiga ZDI,Ahmedabad,2013,67443,0,0,First,20.77,1248,88.8,7.0,5.75,11,4.28,2.97
1077,Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,0,0,First,24.3,1248,88.5,5.0,10.49,5,3.64,4.86
1079,Maruti Swift ZDi,Pune,2016,58000,0,0,First,22.9,1248,74,5.0,7.55,8,3.23,4.58
1083,Toyota Corolla Altis D-4D J,Kolkata,2015,45000,0,0,First,21.43,1364,87.2,5.0,7.35,9,4.07,4.29
1086,Hyundai i10 Magna 1.2,Kochi,2013,46821,1,0,First,20.36,1197,78.9,5.0,3.42,11,3.88,4.07
1092,Maruti Alto K10 VXI AGS,Pune,2015,73204,1,1,First,24.07,998,67.1,5.0,3.3,9,2.79,4.81
1094,Maruti Vitara Brezza VDi,Kolkata,2017,35000,0,0,First,24.3,1248,88.5,5.0,6.5,7,3.64,4.86
1095,Hyundai EON D Lite Plus,Hyderabad,2013,17729,1,0,First,21.1,814,55.2,5.0,3.65,11,2.62,4.22
1108,Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,1,0,First,24.7,796,47.3,5.0,2.8,8,1.91,4.94
1110,Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,1,0,First,23.84,1199,84,5.0,5.88,6,3.52,4.77
1112,Hyundai EON Era,Jaipur,2014,18000,1,0,First,21.1,814,55.2,5.0,2.5,10,2.62,4.22
1114,Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,0,0,First,22.54,1396,88.73,5.0,6.85,8,3.94,4.51
1115,Toyota Etios VD,Chennai,2012,48000,0,0,First,23.59,1364,67.05,5.0,5.25,12,2.84,4.72
1116,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,0,0,First,21.43,1364,87.2,5.0,9.23,10,4.07,4.29
1117,Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,0,1,First,20.7,1496,113.98,5.0,22.0,10,5.51,4.14
1118,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,0,0,First,20.14,1498,88.8,5.0,5.19,10,4.41,4.03
1125,Maruti Swift Dzire VDI,Kolkata,2014,57000,0,0,First,26.59,1248,74,5.0,3.89,10,2.78,5.32
1126,Honda City i DTec VX,Coimbatore,2018,45555,0,0,First,26.0,1498,98.6,5.0,11.73,6,3.79,5.2
1129,Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,0,0,First,24.52,1248,88.5,7.0,8.7,6,3.61,3.5
1130,Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,0,0,First,24.0,1120,70,5.0,5.04,8,2.92,4.8
1131,Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,0,0,First,28.09,1248,88.5,5.0,8.5,7,3.15,5.62
1133,Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,0,0,First,20.5,1248,91.72,5.0,5.65,9,4.47,4.1
1147,Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,0,0,First,24.3,1248,88.5,5.0,10.46,6,3.64,4.86
1148,Fiat Avventura MULTIJET Emotion,Pune,2014,52782,0,0,First,20.5,1248,91.72,5.0,4.85,10,4.47,4.1
1158,Maruti SX4 ZDI,Chennai,2011,80000,0,0,Third,21.5,1248,88.8,5.0,3.5,13,4.13,4.3
1160,Maruti Baleno Delta 1.2,Delhi,2016,50003,1,0,First,21.4,1197,83.1,5.0,5.45,8,3.88,4.28
1161,Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,1,1,First,20.3,1199,84,5.0,6.85,6,4.14,4.06
1162,Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,0,1,First,26.59,1248,74,5.0,7.3,8,2.78,5.32
1168,Maruti Celerio VXI AT,Hyderabad,2016,21600,1,1,First,23.1,998,67.04,5.0,4.65,8,2.9,4.62
1172,Maruti Swift ZDi,Hyderabad,2015,58000,0,0,First,25.2,1248,74,5.0,5.95,9,2.94,5.04
1180,Honda City i DTEC S,Ahmedabad,2014,66000,0,0,First,26.0,1498,98.6,5.0,5.7,10,3.79,5.2
1182,Renault KWID RXT,Chennai,2016,45000,1,0,First,25.17,799,53.3,5.0,2.6,8,2.12,5.03
1186,Maruti Swift VDI BSIV,Jaipur,2016,41460,0,0,First,25.2,1248,74,5.0,5.9,8,2.94,5.04
1191,Toyota Etios GD SP,Coimbatore,2016,53702,0,0,First,23.59,1364,67.04,5.0,6.55,8,2.84,4.72
1196,Maruti Alto 800 VXI,Pune,2014,32000,1,0,Second,22.74,796,47.3,5.0,2.1,10,2.08,4.55
1202,Maruti Alto 800 LXI,Kolkata,2013,56840,1,0,First,22.74,796,47.3,5.0,1.55,11,2.08,4.55
1206,Maruti Ertiga VDI,Mumbai,2016,54000,0,0,First,20.77,1248,88.76,7.0,7.75,8,4.27,2.97
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,0,1,First,21.5,1498,108.5,5.0,12.25,7,5.05,4.3
1230,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,0,0,First,21.43,1364,86.79,5.0,6.5,12,4.05,4.29
1232,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,0,0,First,24.4,1120,71,5.0,4.0,8,2.91,4.88
1234,Hyundai i10 Sportz,Pune,2009,62500,1,0,First,20.36,1197,78.9,5.0,2.1,15,3.88,4.07
1238,Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,0,0,First,21.9,1396,88.8,5.0,4.65,10,4.05,4.38
1240,Maruti Ritz VDi,Pune,2013,20248,0,0,First,21.1,1248,73.9,5.0,4.35,11,3.5,4.22
1247,Maruti Swift VDI,Kochi,2017,34613,0,0,First,28.4,1248,74,5.0,6.24,7,2.61,5.68
1248,Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,0,0,First,20.77,1248,88.76,7.0,4.8,9,4.27,2.97
1250,Hyundai i10 Sportz,Kochi,2015,16900,1,0,First,20.36,1197,78.9,5.0,3.87,9,3.88,4.07
1251,Hyundai i10 Sportz,Delhi,2013,62334,1,0,First,20.36,1197,78.9,5.0,2.75,11,3.88,4.07
1252,Maruti Baleno Sigma 1.2,Kochi,2018,23714,1,0,First,21.4,1197,83.1,5.0,6.57,6,3.88,4.28
1255,Maruti Swift ZDi,Hyderabad,2016,55746,0,0,First,22.9,1248,74,5.0,6.95,8,3.23,4.58
1256,Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,1,0,First,20.14,1197,81.86,5.0,5.5,10,4.06,4.03
1261,Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,0,0,First,21.27,1396,88.76,5.0,6.45,9,4.17,4.25
1266,Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,46004,1,0,First,20.92,998,67.1,5.0,2.4,12,3.21,4.18
1267,Tata Indigo eCS LX BSIV,Chennai,2011,124000,0,0,First,23.03,1396,69,5.0,2.3,13,3.0,4.61
1281,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,0,0,First,24.0,1120,70,5.0,5.99,6,2.92,4.8
1283,Hyundai i10 Sportz 1.2,Kolkata,2009,40000,1,0,First,20.36,1197,78.9,5.0,1.7,15,3.88,4.07
1286,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,74000,0,0,First,22.07,1199,73.9,5.0,4.85,11,3.35,4.41
1289,Honda City i DTEC VX,Jaipur,2015,66339,0,0,Second,25.1,1498,98.6,5.0,6.9,9,3.93,5.02
1297,Fiat Linea Emotion (Diesel),Kolkata,2010,145000,0,0,First,20.4,1248,91.7,5.0,2.6,14,4.5,4.08
1301,Maruti Swift LDI,Mumbai,2015,14000,0,0,First,28.4,1248,74,5.0,5.25,9,2.61,5.68
1311,Hyundai Grand i10 CRDi Magna,Delhi,2014,45000,0,0,First,24.0,1120,70,5.0,3.49,10,2.92,4.8
1312,Maruti Swift VDI BSIV,Delhi,2014,57319,0,0,First,25.2,1248,74,5.0,4.25,10,2.94,5.04
1313,Hyundai Verna CRDi 1.4 E,Chennai,2008,121097,0,0,Second,24.0,1396,88.76,5.0,1.9,16,3.7,4.8
1322,Tata Nano XTA,Coimbatore,2016,5240,1,1,First,21.9,624,37.48,4.0,3.6,8,1.71,5.48
1324,Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,1,0,First,20.89,1197,81.80,5.0,6.06,5,3.92,4.18
1326,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,60000,0,0,First,22.7,1498,89.84,5.0,5.75,10,3.96,4.54
1331,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,66823,0,0,Second,22.54,1396,88.73,5.0,4.83,9,3.94,4.51
1333,Hyundai i20 Asta 1.4 CRDi,Chennai,2012,107000,0,0,Second,21.27,1396,88.76,5.0,4.5,12,4.17,4.25
1339,Honda City i DTec E,Coimbatore,2016,24337,0,0,First,26.0,1498,98.6,5.0,8.18,8,3.79,5.2
1341,Maruti Ciaz ZDi Plus SHVS,Jaipur,2015,40500,0,0,First,28.09,1248,88.5,5.0,7.1,9,3.15,5.62
1342,Maruti Swift Dzire VDI Optional,Pune,2016,23000,0,0,First,26.59,1248,74,5.0,7.05,8,2.78,5.32
1351,Maruti Ciaz VXi Plus,Kochi,2015,44620,1,0,First,20.73,1373,91.1,5.0,6.93,9,4.39,4.15
1359,Maruti Alto 800 2016-2019 LXI,Kolkata,2016,31000,1,0,First,24.7,796,47.3,5.0,2.15,8,1.91,4.94
1361,Maruti Alto 800 2016-2019 VXI,Mumbai,2019,171,1,0,First,24.7,796,47.3,5.0,3.6,5,1.91,4.94
1362,Maruti Alto K10 VXI,Kolkata,2018,2100,1,0,First,24.07,998,67.1,5.0,3.6,6,2.79,4.81
1364,Honda Mobilio S i DTEC,Kolkata,2015,50000,0,0,First,24.2,1498,98.6,7.0,4.7,9,4.07,3.46
1373,Maruti Wagon R VXI BS IV,Jaipur,2013,62700,1,0,Second,20.51,998,67.04,5.0,2.85,11,3.27,4.1
1376,Maruti Baleno Alpha 1.3,Delhi,2016,46000,0,0,First,27.39,1248,74,5.0,6.75,8,2.7,5.48
1377,Honda City i DTec V,Coimbatore,2017,73003,0,0,First,26.0,1498,98.6,5.0,7.75,7,3.79,5.2
1378,Hyundai i20 Era 1.4 CRDi,Kochi,2014,46566,0,0,First,22.54,1396,88.76,5.0,4.4,10,3.94,4.51
1392,Renault Duster 85PS Diesel RxL,Coimbatore,2015,64677,0,0,First,20.45,1461,83.8,5.0,5.67,9,4.1,4.09
1395,Maruti Ritz VDi,Pune,2010,71000,0,0,First,21.1,1248,73.9,5.0,3.0,14,3.5,4.22
1400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2015,92708,0,0,First,22.7,1498,89.84,5.0,7.48,9,3.96,4.54
1403,Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,2013,62000,0,0,First,22.07,1199,73.9,5.0,3.5,11,3.35,4.41
1404,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2012,35175,0,0,First,22.07,1199,73.9,5.0,2.59,12,3.35,4.41
1405,Maruti Ertiga ZDI,Kolkata,2013,70000,0,0,First,20.77,1248,88.8,7.0,5.45,11,4.28,2.97
1406,Ford EcoSport 1.5 TDCi Ambiente,Kolkata,2017,30000,0,0,First,22.77,1498,98.59,5.0,6.0,7,4.33,4.55
1409,Maruti Swift Dzire Tour LDI,Kolkata,2017,148000,0,0,First,23.4,1248,74,5.0,4.75,7,3.16,4.68
1414,Tata Indica Vista Quadrajet VX,Pune,2012,65000,0,0,First,22.3,1248,74,5.0,2.5,12,3.32,4.46
1415,Maruti Swift Dzire VDI,Delhi,2015,76128,0,0,First,26.59,1248,74,5.0,5.5,9,2.78,5.32
1418,Hyundai EON Era Plus,Kolkata,2016,11583,1,0,First,21.1,814,55.2,5.0,2.75,8,2.62,4.22
1421,Maruti Celerio VXI,Delhi,2014,77000,1,0,First,23.1,998,67.04,5.0,2.8,10,2.9,4.62
1428,Chevrolet Beat Diesel LS,Kochi,2016,83629,0,0,First,25.44,936,56.3,5.0,3.15,8,2.21,5.09
1434,Honda City i DTEC V,Kolkata,2014,36000,0,0,First,26.0,1498,98.6,5.0,5.0,10,3.79,5.2
1440,Renault Duster 85PS Diesel RxL Optional,Mumbai,2013,74000,0,0,First,20.46,1461,83.8,5.0,5.5,11,4.1,4.09
1443,Maruti Alto K10 VXI,Hyderabad,2016,10000,1,0,First,24.07,998,67.1,5.0,3.5,8,2.79,4.81
1445,Maruti Celerio VXI AT,Chennai,2016,12000,1,1,Second,23.1,998,67.04,5.0,4.25,8,2.9,4.62
1447,Ford Fiesta Diesel Style,Chennai,2013,177000,0,0,First,23.5,1498,88.7,5.0,3.5,11,3.77,4.7
1457,Nissan Micra Diesel XV Premium,Kolkata,2012,32048,0,0,First,23.08,1461,63.1,5.0,2.4,12,2.73,4.62
1458,Tata Nano LX,Pune,2013,4700,1,0,First,25.4,624,37.48,4.0,1.2,11,1.48,6.35
1459,Maruti Swift Dzire Tour LDI,Delhi,2014,71800,0,0,First,23.4,1248,74,5.0,2.9,10,3.16,4.68
1462,Honda Amaze VX i-DTEC,Chennai,2016,15388,0,0,First,25.8,1498,98.6,5.0,7.5,8,3.82,5.16
1465,Maruti Ritz VDi,Hyderabad,2012,85112,0,0,First,23.2,1248,73.94,5.0,3.39,12,3.19,4.64
1467,Maruti Ciaz ZDi SHVS,Chennai,2014,45000,0,0,First,28.09,1248,88.5,5.0,6.85,10,3.15,5.62
1468,Toyota Corolla Altis Aero D 4D J,Pune,2011,116000,0,0,Second,21.43,1364,138,5.0,5.75,13,6.44,4.29
1469,Tata Indica V2 eLS,Chennai,2015,100073,0,0,Second,25.0,1396,69,5.0,2.0,9,2.76,5.0
1474,Maruti Baleno Zeta 1.2,Coimbatore,2019,17705,1,0,First,21.4,1197,83.1,5.0,8.7,5,3.88,4.28
1475,Maruti Baleno Zeta 1.2,Mumbai,2016,12000,1,0,First,21.4,1197,83.1,5.0,6.1,8,3.88,4.28
1478,Maruti Alto K10 LXI,Delhi,2015,51000,1,0,First,20.92,998,67.1,5.0,2.65,9,3.21,4.18
1479,Maruti Swift VXI Optional,Kochi,2017,42527,1,0,First,20.4,1197,81.80,5.0,5.27,7,4.01,4.08
1480,Chevrolet Sail LT ABS,Kolkata,2014,45000,0,0,First,22.1,1248,74,5.0,2.48,10,3.35,4.42
1487,Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,0,0,First,23.0,1396,90,5.0,2.95,13,3.91,4.6
1488,Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,0,0,Second,21.02,1248,88.76,5.0,2.65,11,4.22,4.2
1491,Maruti Ritz VXI,Mumbai,2014,33000,1,0,First,21.1,1197,85.80,5.0,3.25,10,4.07,4.22
1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,0,0,First,21.66,1498,108.62,5.0,5.8,8,5.01,4.33
1503,Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,0,0,First,27.39,1248,74,5.0,7.79,8,2.7,5.48
1504,Maruti Ertiga VDI,Kochi,2017,43775,0,0,First,20.77,1248,88.76,7.0,8.27,7,4.27,2.97
1510,Maruti Swift Dzire VDI,Delhi,2013,72486,0,0,First,23.4,1248,74,5.0,3.95,11,3.16,4.68
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,0,1,First,28.4,1248,73.75,5.0,9.15,7,2.6,5.68
1520,Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,0,0,First,21.64,1461,84.8,5.0,4.5,10,3.92,4.33
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,0,0,First,23.0,1498,98.96,5.0,7.7,8,4.3,4.6
1527,Hyundai i10 Sportz,Chennai,2012,49000,1,0,First,20.36,1197,78.9,5.0,3.0,12,3.88,4.07
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,0,0,First,20.65,1248,88.7,5.0,6.69,6,4.3,4.13
1530,Maruti Swift VDI,Delhi,2014,56000,0,0,First,22.9,1248,74,5.0,4.25,10,3.23,4.58
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,0,1,First,21.72,1498,108.4,5.0,10.5,7,4.99,4.34
1535,Honda City i DTEC SV,Hyderabad,2014,65000,0,0,First,26.0,1498,98.6,5.0,6.99,10,3.79,5.2
1538,Maruti Alto 800 LXI,Chennai,2015,21000,1,0,First,22.74,796,47.3,5.0,2.79,9,2.08,4.55
1539,Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,0,0,Second,21.12,1248,88.8,5.0,2.9,12,4.2,4.22
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,0,0,First,26.1,1498,99,5.0,7.29,7,3.79,5.22
1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,0,1,First,20.7,1496,113.98,4.0,23.5,8,5.51,5.18
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,0,0,Second,21.03,1461,65,5.0,3.1,9,3.09,4.21
1550,Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,0,0,First,23.4,1248,74,5.0,3.5,8,3.16,4.68
1554,Maruti Ritz VXI,Hyderabad,2012,68776,1,0,First,21.1,1197,85.80,5.0,3.9,12,4.07,4.22
1557,Honda City i DTec SV,Delhi,2015,33000,0,0,First,26.0,1498,98.6,5.0,7.0,9,3.79,5.2
1559,Maruti SX4 ZDI Leather,Mumbai,2012,90000,0,0,First,21.5,1248,88.8,5.0,3.81,12,4.13,4.3
1564,Honda Amaze SX i-DTEC,Kolkata,2014,36000,0,0,First,25.8,1498,98.6,5.0,3.25,10,3.82,5.16
